Name  BindingEnergy(kcal/mol)
Pd_18.68  -23.39
Pd_18.69  -23.32
Pd_18.70  -23.27
Pd_18.71  -13.67
Pd_1.9  -12.52
Pd_19.19  -40.67
Pd_19.20  -32.46
Pd_19.21  -37.06
Pd_19.22  -26.20
Pd_19.23  -18.93
Pd_19.24  -34.28
Pd_19.25  -38.16
Pd_19.26  -35.73
Pd_19.27  -38.54
Pd_19.28  -32.21
Pd_19.29  -44.28
Pd_19.30  -38.78
Pd_19.31  -38.31
Pd_19.32  -42.47
Pd_19.33  -45.55
Pd_19.34  -43.02
Pd_19.35  -38.60
Pd_19.36  -48.88
Pd_19.37  -41.08
Pd_19.38  -43.37
Pd_19.39  -43.40
Pd_19.40  -49.06
Pd_19.41  -42.08
Pd_19.42  -47.02
Pd_19.43  -41.29
Pd_19.44  -40.48
Pd_19.45  -42.06
Pd_19.46  -43.27
Pd_19.47  -45.34
Pd_19.48  -44.93
Pd_19.49  -41.55
Pd_19.50  -38.04
Pd_19.51  -38.78
Pd_19.52  -39.72
Pd_19.53  -38.56
Pd_19.54  -36.52
Pd_19.55  -39.19
Pd_19.56  -39.63
Pd_19.57  -38.25
Pd_19.58  -38.49
Pd_19.59  -38.55
Pd_19.60  -37.20
Pd_19.61  -39.35
Pd_19.62  -39.98
Pd_19.63  -40.28
Pd_19.64  -41.47
Pd_19.65  -39.54
Pd_19.66  -36.91
Pd_19.67  -41.56
Pd_19.68  -38.37
Pd_19.69  -40.08
Pd_19.70  -39.83
Pd_19.71  -23.91
Pd_20.20  -30.04
Pd_20.21  -33.58
Pd_20.22  -17.44
Pd_20.23  -22.48
Pd_20.24  -33.59
Pd_20.25  -32.65
Pd_20.26  -30.13
Pd_20.27  -37.00
Pd_20.28  -30.78
Pd_20.29  -41.97
Pd_20.30  -35.25
Pd_20.31  -38.22
Pd_20.32  -32.56
Pd_20.33  -38.12
Pd_20.34  -38.98
Pd_20.35  -31.57
Pd_20.36  -32.36
Pd_20.37  -37.95
Pd_20.38  -40.19
Pd_20.39  -40.12
Pd_20.40  -42.22
Pd_20.41  -36.43
Pd_20.42  -41.18
Pd_20.43  -36.37
Pd_20.44  -38.88
Pd_20.45  -38.77
Pd_20.46  -34.64
Pd_20.47  -52.16
Pd_20.48  -38.09
Pd_20.49  -35.01
Pd_20.50  -29.15
Pd_20.51  -31.23
Pd_20.52  -34.95
Pd_20.53  -36.34
Pd_20.54  -29.65
Pd_20.55  -28.51
Pd_20.56  -37.77
Pd_20.57  -36.76
Pd_20.58  -31.14
Pd_20.59  -36.17
Pd_20.60  -28.88
Pd_20.61  -38.05
Pd_20.62  -34.98
Pd_20.63  -35.32
Pd_20.64  -36.15
Pd_20.65  -34.41
Pd_20.66  -34.56
Pd_20.67  -36.30
Pd_20.68  -34.58
Pd_20.69  -26.20
Pd_20.70  -33.15
Pd_20.71  -25.36
Pd_2.10  -39.19
Pd_2.11  -39.60
Pd_2.12  -39.08
Pd_21.21  -32.05
Pd_21.22  -20.16
Pd_21.23  -17.15
Pd_21.24  -27.86
Pd_21.25  -30.58
Pd_21.26  -26.39
Pd_21.27  -33.90
Pd_21.28  -29.19
Pd_21.29  -37.84
Pd_2.13  -42.54
Pd_21.30  -25.34
Pd_21.31  -32.80
Pd_21.32  -39.28
Pd_21.33  -37.80
Pd_21.34  -41.96
Pd_21.35  -34.22
Pd_21.36  -41.71
Pd_21.37  -37.58
Pd_21.38  -40.80
Pd_21.39  -40.40
Pd_2.14  -36.96
Pd_21.40  -40.70
Pd_21.41  -36.20
Pd_21.42  -41.55
Pd_21.43  -37.59
Pd_21.44  -36.59
Pd_21.45  -37.24
Pd_21.46  -39.48
Pd_21.47  -38.21
Pd_21.48  -40.68
Pd_21.49  -38.56
Pd_2.15  -33.04
Pd_21.50  -34.52
Pd_21.51  -33.27
Pd_21.52  -33.10
Pd_21.53  -35.37
Pd_21.54  -32.87
Pd_21.55  -32.62
Pd_21.56  -33.82
Pd_21.57  -35.94
Pd_21.58  -32.97
Pd_21.59  -32.55
Pd_2.16  -28.41
Pd_21.60  -36.22
Pd_21.61  -32.98
Pd_21.62  -32.38
Pd_21.63  -32.95
Pd_21.64  -34.63
Pd_21.65  -35.25
Pd_21.66  -30.33
Pd_21.67  -39.05
Pd_21.68  -32.59
Pd_21.69  -36.13
Pd_2.17  -44.35
Pd_21.70  -35.63
Pd_21.71  -18.60
Pd_2.18  -35.08
Pd_2.19  -41.00
Pd_2.2  -39.55
Pd_2.20  -36.78
Pd_2.21  -34.40
Pd_2.22  -36.21
Pd_22.22  -0.27
Pd_22.24  -30.54
Pd_22.25  -21.34
Pd_22.26  -35.59
Pd_22.27  -33.08
Pd_22.28  -24.79
Pd_22.29  -31.49
Pd_2.23  -33.59
Pd_22.30  -20.90
Pd_22.31  -15.01
Pd_22.32  -33.31
Pd_22.33  -39.36
Pd_22.34  -37.34
Pd_22.35  -15.20
Pd_22.36  -34.66
Pd_22.37  -13.82
Pd_22.38  -39.44
Pd_22.39  -45.04
Pd_2.24  -37.77
Pd_22.40  -42.50
Pd_22.41  -24.77
Pd_22.42  -32.46
Pd_22.43  -29.64
Pd_22.44  -36.92
Pd_22.45  -34.42
Pd_22.46  -25.63
Pd_22.47  -39.65
Pd_22.48  -33.42
Pd_22.49  -34.11
Pd_2.25  -33.09
Pd_22.50  -30.04
Pd_22.51  -26.65
Pd_22.52  -38.68
Pd_22.53  -35.39
Pd_22.54  -30.19
Pd_22.55  -26.42
Pd_22.56  -34.76
Pd_22.57  -34.91
Pd_22.58  -23.90
Pd_22.59  -39.63
Pd_2.26  -37.88
Pd_22.60  -25.74
Pd_22.61  -29.52
Pd_22.62  -37.65
Pd_22.63  -40.19
Pd_22.64  -24.61
Pd_22.65  -34.91
Pd_22.66  -32.84
Pd_22.67  -23.61
Pd_22.68  -27.97
Pd_22.69  -23.94
Pd_2.27  -40.40
Pd_22.70  -30.96
Pd_22.71  -13.83
Pd_2.28  -28.58
Pd_2.29  -39.46
Pd_2.3  -43.77
Pd_2.30  -38.44
Pd_2.31  -34.94
Pd_2.32  -41.01
Pd_23.23  -22.10
Pd_23.24  -24.13
Pd_23.25  -12.99
Pd_23.26  -8.59
Pd_23.27  -25.62
Pd_23.28  -18.22
Pd_23.29  -35.09
Pd_2.33  -45.52
Pd_23.30  -12.03
Pd_23.31  -29.84
Pd_23.32  -22.71
Pd_23.33  -33.87
Pd_23.34  -41.86
Pd_23.35  -22.86
Pd_23.36  -12.76
Pd_23.37  -36.23
Pd_23.38  -39.96
Pd_23.39  -31.27
Pd_2.34  -44.74
Pd_23.40  -43.74
Pd_23.41  -31.15
Pd_23.42  -45.72
Pd_23.43  -34.11
Pd_23.44  -33.79
Pd_23.45  -24.61
Pd_23.46  -13.14
Pd_23.47  -34.27
Pd_23.48  -43.19
Pd_23.49  -26.36
Pd_2.35  -37.75
Pd_23.50  -27.58
Pd_23.51  -29.89
Pd_23.52  -25.12
Pd_23.53  -32.19
Pd_23.54  -18.40
Pd_23.55  -15.68
Pd_23.56  -17.53
Pd_23.57  -26.55
Pd_23.58  -32.24
Pd_23.59  -34.34
Pd_2.36  -46.39
Pd_23.60  -29.65
Pd_23.61  -24.33
Pd_23.62  -29.78
Pd_23.63  -36.59
Pd_23.64  -32.75
Pd_23.65  -42.40
Pd_23.66  -28.14
Pd_23.67  -33.11
Pd_23.68  -35.85
Pd_23.69  -30.85
Pd_2.37  -46.19
Pd_23.70  -22.00
Pd_23.71  -4.80
Pd_2.38  -42.12
Pd_2.39  -45.84
Pd_2.4  -26.65
Pd_2.40  -47.87
Pd_2.41  -46.19
Pd_2.42  -47.53
Pd_24.24  -33.18
Pd_24.25  -31.10
Pd_24.26  -26.90
Pd_24.27  -28.84
Pd_24.28  -28.28
Pd_24.29  -36.78
Pd_2.43  -39.48
Pd_24.30  -27.69
Pd_24.31  -31.08
Pd_24.32  -37.82
Pd_24.33  -41.08
Pd_24.34  -40.75
Pd_24.35  -36.09
Pd_24.36  -46.32
Pd_24.37  -40.61
Pd_24.38  -37.21
Pd_24.39  -37.21
Pd_2.44  -41.20
Pd_24.40  -33.19
Pd_24.41  -31.69
Pd_24.42  -45.30
Pd_24.43  -29.14
Pd_24.44  -37.98
Pd_24.45  -35.12
Pd_24.46  -35.55
Pd_24.47  -32.43
Pd_24.48  -38.02
Pd_24.49  -41.71
Pd_2.45  -44.54
Pd_24.50  -36.14
Pd_24.51  -28.41
Pd_24.52  -35.96
Pd_24.53  -30.16
Pd_24.54  -32.09
Pd_24.55  -39.77
Pd_24.56  -36.36
Pd_24.57  -35.53
Pd_24.58  -36.31
Pd_24.59  -36.43
Pd_2.46  -45.36
Pd_24.60  -28.91
Pd_24.61  -30.52
Pd_24.62  -29.63
Pd_24.63  -33.59
Pd_24.64  -36.17
Pd_24.65  -30.85
Pd_24.66  -35.37
Pd_24.67  -31.80
Pd_24.68  -33.42
Pd_24.69  -36.38
Pd_2.47  -46.60
Pd_24.70  -31.85
Pd_24.71  -10.20
Pd_2.48  -43.09
Pd_2.49  -41.77
Pd_2.5  -32.40
Pd_2.50  -38.32
Pd_2.51  -37.70
Pd_2.52  -38.02
Pd_25.25  -27.77
Pd_25.26  -31.35
Pd_25.27  -22.14
Pd_25.28  -27.84
Pd_25.29  -42.39
Pd_2.53  -38.35
Pd_25.30  -21.06
Pd_25.31  -36.90
Pd_25.32  -41.45
Pd_25.33  -37.48
Pd_25.34  -37.92
Pd_25.35  -33.62
Pd_25.36  -47.32
Pd_25.37  -38.05
Pd_25.38  -36.84
Pd_25.39  -39.44
Pd_2.54  -36.67
Pd_25.40  -42.50
Pd_25.41  -41.82
Pd_25.42  -42.14
Pd_25.43  -37.21
Pd_25.44  -38.89
Pd_25.45  -36.63
Pd_25.46  -39.88
Pd_25.47  -34.45
Pd_25.48  -41.83
Pd_25.49  -40.22
Pd_2.55  -37.88
Pd_25.50  -33.38
Pd_25.51  -24.77
Pd_25.52  -32.71
Pd_25.53  -31.64
Pd_25.54  -30.97
Pd_25.55  -34.30
Pd_25.56  -34.76
Pd_25.57  -33.47
Pd_25.58  -34.40
Pd_25.59  -33.55
Pd_2.56  -38.50
Pd_25.60  -33.68
Pd_25.61  -32.77
Pd_25.62  -33.90
Pd_25.63  -39.25
Pd_25.64  -28.88
Pd_25.65  -33.55
Pd_25.66  -31.06
Pd_25.67  -34.82
Pd_25.68  -33.82
Pd_25.69  -34.37
Pd_2.57  -38.68
Pd_25.70  -36.03
Pd_25.71  -16.80
Pd_2.58  -38.42
Pd_2.59  -38.55
Pd_2.6  -40.79
Pd_2.60  -38.98
Pd_2.61  -38.60
Pd_2.62  -38.93
Pd_26.26  -31.99
Pd_26.27  -34.44
Pd_26.28  -19.52
Pd_26.29  -42.88
Pd_2.63  -39.23
Pd_26.30  -34.51
Pd_26.31  -35.14
Pd_26.32  -41.37
Pd_26.33  -41.87
Pd_26.34  -40.09
Pd_26.35  -35.01
Pd_26.36  -44.61
Pd_26.37  -36.89
Pd_26.38  -46.72
Pd_26.39  -46.04
Pd_2.64  -40.11
Pd_26.40  -40.51
Pd_26.41  -42.78
Pd_26.42  -44.08
Pd_26.43  -40.14
Pd_26.44  -40.03
Pd_26.45  -41.90
Pd_26.46  -43.83
Pd_26.47  -43.21
Pd_26.48  -40.53
Pd_26.49  -37.12
Pd_2.65  -40.50
Pd_26.50  -36.28
Pd_26.51  -35.57
Pd_26.52  -42.51
Pd_26.53  -32.11
Pd_26.54  -34.74
Pd_26.55  -34.48
Pd_26.56  -36.80
Pd_26.57  -33.85
Pd_26.58  -35.70
Pd_26.59  -36.99
Pd_2.66  -35.71
Pd_26.60  -36.87
Pd_26.61  -37.07
Pd_26.62  -34.20
Pd_26.63  -35.69
Pd_26.64  -39.85
Pd_26.65  -38.50
Pd_26.66  -34.77
Pd_26.67  -41.80
Pd_26.68  -36.97
Pd_26.69  -36.83
Pd_2.67  -39.83
Pd_26.70  -37.78
Pd_26.71  -26.64
Pd_2.68  -38.62
Pd_2.69  -39.34
Pd_2.7  -43.15
Pd_2.70  -41.11
Pd_2.71  -22.57
Pd_27.28  -34.38
Pd_27.29  -44.72
Pd_27.30  -38.61
Pd_27.31  -33.68
Pd_27.32  -38.82
Pd_27.33  -41.58
Pd_27.34  -43.82
Pd_27.35  -34.05
Pd_27.36  -40.42
Pd_27.37  -43.39
Pd_27.38  -39.28
Pd_27.39  -41.98
Pd_27.40  -42.72
Pd_27.41  -42.30
Pd_27.42  -49.54
Pd_27.43  -38.16
Pd_27.44  -37.46
Pd_27.45  -40.89
Pd_27.46  -36.85
Pd_27.47  -41.25
Pd_27.48  -43.56
Pd_27.49  -45.35
Pd_27.50  -40.26
Pd_27.51  -36.65
Pd_27.52  -35.63
Pd_27.53  -36.59
Pd_27.54  -35.65
Pd_27.55  -40.22
Pd_27.56  -42.41
Pd_27.57  -38.36
Pd_27.58  -36.12
Pd_27.59  -38.81
Pd_27.60  -34.91
Pd_27.61  -35.89
Pd_27.62  -39.43
Pd_27.63  -37.13
Pd_27.64  -39.51
Pd_27.65  -39.06
Pd_27.66  -36.51
Pd_27.67  -39.37
Pd_27.68  -36.42
Pd_27.69  -38.62
Pd_27.70  -37.98
Pd_27.71  -22.51
Pd_2.8  -29.28
Pd_28.28  -20.32
Pd_28.29  -40.98
Pd_28.30  -26.89
Pd_28.31  -32.92
Pd_28.32  -29.97
Pd_28.33  -34.40
Pd_28.34  -32.71
Pd_28.35  -26.74
Pd_28.36  -26.29
Pd_28.37  -35.46
Pd_28.38  -31.18
Pd_28.39  -39.25
Pd_28.40  -32.68
Pd_28.41  -31.88
Pd_28.42  -36.96
Pd_28.43  -32.40
Pd_28.44  -29.51
Pd_28.45  -33.13
Pd_28.46  -37.91
Pd_28.47  -33.02
Pd_28.48  -30.34
Pd_28.49  -33.90
Pd_28.50  -25.52
Pd_28.51  -24.04
Pd_28.52  -25.40
Pd_28.53  -25.73
Pd_28.54  -25.10
Pd_28.55  -25.17
Pd_28.56  -25.80
Pd_28.57  -26.61
Pd_28.58  -25.70
Pd_28.59  -25.66
Pd_28.60  -25.02
Pd_28.61  -26.23
Pd_28.62  -25.80
Pd_28.63  -26.04
Pd_28.64  -27.84
Pd_28.65  -28.00
Pd_28.66  -22.93
Pd_28.67  -25.60
Pd_28.68  -25.48
Pd_28.69  -25.84
Pd_28.70  -25.56
Pd_28.71  -14.69
Pd_2.9  -37.03
Pd_29.29  -37.61
Pd_29.30  -38.00
Pd_29.31  -37.52
Pd_29.32  -40.66
Pd_29.33  -44.36
Pd_29.34  -41.90
Pd_29.35  -35.94
Pd_29.36  -41.25
Pd_29.37  -45.78
Pd_29.38  -42.05
Pd_29.39  -44.59
Pd_29.40  -46.40
Pd_29.41  -45.67
Pd_29.42  -45.20
Pd_29.43  -39.80
Pd_29.44  -38.04
Pd_29.45  -48.80
Pd_29.46  -43.27
Pd_29.47  -54.05
Pd_29.48  -43.11
Pd_29.49  -48.36
Pd_29.50  -37.97
Pd_29.51  -36.97
Pd_29.52  -38.64
Pd_29.53  -38.53
Pd_29.54  -35.40
Pd_29.55  -37.83
Pd_29.56  -38.60
Pd_29.57  -36.64
Pd_29.58  -38.69
Pd_29.59  -38.19
Pd_29.60  -38.29
Pd_29.61  -39.73
Pd_29.62  -39.03
Pd_29.63  -39.32
Pd_29.64  -38.75
Pd_29.65  -39.19
Pd_29.66  -34.77
Pd_29.67  -39.16
Pd_29.68  -37.36
Pd_29.69  -39.52
Pd_29.70  -40.25
Pd_29.71  -23.68
Pd_30.30  -26.21
Pd_30.31  -16.47
Pd_30.32  -31.10
Pd_30.33  -38.85
Pd_30.34  -42.73
Pd_30.35  -33.04
Pd_30.36  -39.94
Pd_30.37  -30.28
Pd_30.38  -41.06
Pd_30.39  -33.39
Pd_30.40  -35.41
Pd_30.41  -33.16
Pd_30.42  -43.03
Pd_30.43  -29.43
Pd_30.44  -35.60
Pd_30.45  -38.47
Pd_30.46  -28.93
Pd_30.47  -38.60
Pd_30.48  -32.91
Pd_30.49  -38.35
Pd_30.50  -37.99
Pd_30.51  -36.67
Pd_30.52  -37.55
Pd_30.53  -32.00
Pd_30.54  -31.46
Pd_30.55  -27.67
Pd_30.56  -26.64
Pd_30.57  -32.66
Pd_30.58  -27.06
Pd_30.59  -33.08
Pd_30.60  -26.53
Pd_30.61  -29.97
Pd_30.62  -32.69
Pd_30.63  -38.43
Pd_30.64  -39.69
Pd_30.65  -27.74
Pd_30.66  -31.43
Pd_30.67  -32.42
Pd_30.68  -37.71
Pd_30.69  -37.29
Pd_30.70  -25.84
Pd_30.71  -19.19
Pd_3.10  -36.16
Pd_3.11  -38.25
Pd_3.12  -41.36
Pd_3.13  -39.80
Pd_31.31  -25.43
Pd_31.32  -36.02
Pd_31.33  -39.05
Pd_31.34  -42.13
Pd_31.35  -30.59
Pd_31.36  -40.29
Pd_31.37  -36.67
Pd_31.38  -41.96
Pd_31.39  -39.97
Pd_3.14  -35.68
Pd_31.40  -43.23
Pd_31.41  -37.48
Pd_31.42  -43.64
Pd_31.43  -39.29
Pd_31.44  -40.72
Pd_31.45  -35.74
Pd_31.46  -38.24
Pd_31.47  -35.21
Pd_31.48  -40.51
Pd_31.49  -41.72
Pd_3.15  -29.76
Pd_31.50  -34.39
Pd_31.51  -33.51
Pd_31.52  -40.63
Pd_31.53  -33.75
Pd_31.54  32.25
Pd_31.55  -33.94
Pd_31.56  -36.18
Pd_31.57  -34.69
Pd_31.58  -34.35
Pd_31.59  -33.56
Pd_3.16  -29.84
Pd_31.60  -37.55
Pd_31.61  -41.90
Pd_31.62  -34.70
Pd_31.63  -32.21
Pd_31.64  -36.03
Pd_31.65  -37.60
Pd_31.66  -35.65
Pd_31.67  -40.57
Pd_31.68  -35.28
Pd_31.69  -34.42
Pd_3.17  -38.49
Pd_31.71  -17.23
Pd_3.18  -30.34
Pd_3.19  -42.27
Pd_3.20  -37.98
Pd_3.21  -34.43
Pd_3.22  -33.82
Pd_3.23  -34.28
Pd_32.32  -43.91
Pd_32.33  -43.78
Pd_32.34  -48.35
Pd_32.35  -41.87
Pd_32.36  -50.01
Pd_32.37  -49.90
Pd_32.38  -44.57
Pd_32.39  -48.57
Pd_3.24  -36.00
Pd_32.40  -50.94
Pd_32.41  -50.01
Pd_32.42  -49.41
Pd_32.43  -41.77
Pd_32.44  -43.72
Pd_32.45  -45.43
Pd_32.46  -44.84
Pd_32.47  -47.27
Pd_32.48  -46.33
Pd_32.49  -46.90
Pd_3.25  -28.05
Pd_32.50  -42.23
Pd_32.51  -41.85
Pd_32.52  -41.67
Pd_32.53  -41.95
Pd_32.54  -41.90
Pd_32.55  -41.97
Pd_32.56  -42.18
Pd_32.57  -44.16
Pd_32.58  -43.43
Pd_32.59  -42.44
Pd_3.26  -43.81
Pd_32.60  -44.48
Pd_32.61  -42.26
Pd_32.62  -43.60
Pd_32.63  -44.48
Pd_32.64  -45.82
Pd_32.65  -45.60
Pd_32.66  -40.38
Pd_32.67  -44.50
Pd_32.68  -44.21
Pd_32.69  -44.05
Pd_3.27  -37.74
Pd_32.70  -45.85
Pd_32.71  -22.82
Pd_3.28  -31.14
Pd_3.29  -41.50
Pd_3.3  -36.47
Pd_3.30  -35.62
Pd_3.31  -40.93
Pd_3.32  -41.40
Pd_3.33  -43.26
Pd_33.33  -50.15
Pd_33.34  -49.01
Pd_33.35  -40.93
Pd_33.36  -49.26
Pd_33.37  -48.99
Pd_33.38  -47.75
Pd_33.39  -51.65
Pd_3.34  -43.98
Pd_33.40  -47.80
Pd_33.41  -48.74
Pd_33.42  -50.41
Pd_33.43  -43.70
Pd_33.44  -45.75
Pd_33.45  -47.40
Pd_33.46  -46.89
Pd_33.47  -46.94
Pd_33.48  -45.15
Pd_33.49  -49.55
Pd_3.35  -37.26
Pd_33.50  -44.19
Pd_33.51  -43.54
Pd_33.52  -48.99
Pd_33.53  -48.15
Pd_33.54  -44.79
Pd_33.55  -45.78
Pd_33.56  -47.50
Pd_33.57  -46.36
Pd_33.58  -46.31
Pd_33.59  -47.74
Pd_3.36  -48.75
Pd_33.60  -47.20
Pd_33.61  -47.09
Pd_33.62  -46.92
Pd_33.63  -47.67
Pd_33.64  -48.29
Pd_33.65  -48.63
Pd_33.66  -45.47
Pd_33.67  -48.14
Pd_33.68  -46.13
Pd_33.69  -48.24
Pd_3.37  -45.55
Pd_33.70  -48.54
Pd_33.71  -25.52
Pd_3.38  -45.56
Pd_3.39  -43.02
Pd_3.4  -21.95
Pd_3.40  -47.40
Pd_3.41  -48.04
Pd_3.42  -46.33
Pd_3.43  -38.86
Pd_34.34  -44.11
Pd_34.35  -43.98
Pd_34.36  -47.30
Pd_34.37  -50.04
Pd_34.38  -43.86
Pd_34.39  -47.17
Pd_3.44  -44.49
Pd_34.40  -51.99
Pd_34.41  -46.74
Pd_34.42  -52.68
Pd_34.43  -46.48
Pd_34.44  -42.78
Pd_34.45  -40.53
Pd_34.46  -49.38
Pd_34.47  -50.86
Pd_34.48  -45.43
Pd_34.49  -49.24
Pd_3.45  -43.58
Pd_34.50  -48.13
Pd_34.51  -41.11
Pd_34.52  -47.89
Pd_34.53  -47.90
Pd_34.54  -44.46
Pd_34.55  -47.89
Pd_34.56  -42.50
Pd_34.57  -45.74
Pd_34.58  -48.57
Pd_34.59  -48.53
Pd_3.46  -41.52
Pd_34.60  -43.82
Pd_34.61  -47.11
Pd_34.62  -49.35
Pd_34.63  -47.53
Pd_34.64  -50.12
Pd_34.65  -42.20
Pd_34.66  -43.38
Pd_34.67  -50.56
Pd_34.68  -49.55
Pd_34.69  -42.45
Pd_3.47  -50.11
Pd_34.70  -49.07
Pd_34.71  -26.83
Pd_3.48  -43.38
Pd_3.49  -44.36
Pd_3.5  -30.73
Pd_3.50  -37.36
Pd_3.51  -36.26
Pd_3.52  -35.90
Pd_3.53  -40.48
Pd_35.35  -30.49
Pd_35.36  -45.03
Pd_35.37  -40.53
Pd_35.38  -41.46
Pd_35.39  -43.61
Pd_3.54  -34.90
Pd_35.40  -46.14
Pd_35.41  -37.23
Pd_35.42  -47.00
Pd_35.43  -39.53
Pd_35.44  -41.85
Pd_35.45  -42.23
Pd_35.46  -42.68
Pd_35.47  -41.49
Pd_35.48  -42.45
Pd_35.49  -43.52
Pd_3.55  -41.48
Pd_35.50  -40.23
Pd_35.51  -43.46
Pd_35.52  -40.40
Pd_35.53  -38.99
Pd_35.54  -39.33
Pd_35.55  -38.66
Pd_35.56  -40.55
Pd_35.57  -41.01
Pd_35.58  -41.26
Pd_35.59  -41.65
Pd_3.56  -42.04
Pd_35.60  -40.46
Pd_35.61  -42.31
Pd_35.62  -41.90
Pd_35.63  -42.73
Pd_35.64  -40.96
Pd_35.65  -40.12
Pd_35.66  -38.24
Pd_35.67  -42.74
Pd_35.68  -41.15
Pd_35.69  -41.43
Pd_3.57  -37.15
Pd_35.70  -41.48
Pd_35.71  -19.27
Pd_3.58  -42.19
Pd_3.59  -40.90
Pd_3.6  -36.03
Pd_3.60  -37.72
Pd_3.61  -42.78
Pd_3.62  -41.28
Pd_3.63  -41.43
Pd_36.36  -55.74
Pd_36.37  -50.03
Pd_36.38  -49.46
Pd_36.39  -47.01
Pd_3.64  -39.04
Pd_36.40  -56.74
Pd_36.41  -49.94
Pd_36.42  -55.92
Pd_36.43  -47.52
Pd_36.44  -49.54
Pd_36.45  -50.63
Pd_36.46  -50.49
Pd_36.47  -54.12
Pd_36.48  -49.68
Pd_36.49  -52.18
Pd_3.65  -45.00
Pd_36.50  -48.83
Pd_36.51  -49.69
Pd_36.52  -48.99
Pd_36.53  -49.55
Pd_36.54  -49.46
Pd_36.55  -54.84
Pd_36.56  -50.13
Pd_36.57  -49.77
Pd_36.58  -48.89
Pd_36.59  -48.93
Pd_3.66  -35.23
Pd_36.60  -50.00
Pd_36.61  -51.48
Pd_36.62  -45.78
Pd_36.63  -51.69
Pd_36.64  -51.86
Pd_36.65  -52.00
Pd_36.66  -45.21
Pd_36.67  -48.75
Pd_36.68  -48.12
Pd_36.69  -49.52
Pd_3.67  -43.63
Pd_36.70  -50.62
Pd_36.71  -28.69
Pd_3.68  -37.42
Pd_3.69  -37.43
Pd_3.7  -43.39
Pd_3.70  -44.05
Pd_3.71  -21.19
Pd_37.37  -46.17
Pd_37.38  -50.38
Pd_37.39  -48.16
Pd_37.40  -49.96
Pd_37.41  -46.86
Pd_37.42  -54.84
Pd_37.43  -47.94
Pd_37.44  -50.58
Pd_37.45  -47.96
Pd_37.46  -47.71
Pd_37.47  -49.48
Pd_37.48  -50.15
Pd_37.49  -49.25
Pd_37.50  -49.02
Pd_37.51  -47.76
Pd_37.52  -45.07
Pd_37.53  -45.97
Pd_37.54  -45.69
Pd_37.55  -47.50
Pd_37.56  -46.10
Pd_37.57  -44.35
Pd_37.58  -44.93
Pd_37.59  -45.29
Pd_37.60  -45.16
Pd_37.61  -47.36
Pd_37.62  -50.82
Pd_37.63  -48.04
Pd_37.64  -47.17
Pd_37.65  -47.27
Pd_37.66  -47.97
Pd_37.67  -47.60
Pd_37.68  -44.94
Pd_37.69  -46.74
Pd_37.70  -45.37
Pd_37.71  -28.26
Pd_3.8  -26.00
Pd_38.38  -44.72
Pd_38.39  -45.52
Pd_38.40  -51.33
Pd_38.41  -51.51
Pd_38.42  -50.69
Pd_38.43  -42.28
Pd_38.44  -44.36
Pd_38.45  -45.95
Pd_38.46  -46.14
Pd_38.47  -48.71
Pd_38.48  -46.98
Pd_38.49  -46.56
Pd_38.50  -43.25
Pd_38.51  -42.48
Pd_38.52  -42.65
Pd_38.53  -43.14
Pd_38.54  -42.31
Pd_38.55  -42.75
Pd_38.56  -43.49
Pd_38.57  -43.93
Pd_38.58  -43.66
Pd_38.59  -43.80
Pd_38.60  -43.25
Pd_38.61  -44.72
Pd_38.62  -44.39
Pd_38.63  -44.92
Pd_38.64  -45.50
Pd_38.65  -46.08
Pd_38.66  -41.04
Pd_38.67  -45.71
Pd_38.68  -43.87
Pd_38.69  -45.15
Pd_38.70  -46.57
Pd_38.71  -23.57
Pd_3.9  -39.04
Pd_39.39  -52.55
Pd_39.40  -50.86
Pd_39.41  -50.04
Pd_39.42  -50.72
Pd_39.43  -43.83
Pd_39.44  -46.52
Pd_39.45  -50.63
Pd_39.46  -45.01
Pd_39.47  -46.77
Pd_39.48  -50.37
Pd_39.49  -50.06
Pd_39.50  -42.07
Pd_39.51  -52.61
Pd_39.52  -43.74
Pd_39.53  -44.51
Pd_39.54  -45.20
Pd_39.55  -44.25
Pd_39.56  -43.06
Pd_39.57  -44.88
Pd_39.58  -44.45
Pd_39.59  -47.12
Pd_39.60  -46.64
Pd_39.61  -44.12
Pd_39.62  -45.59
Pd_39.63  -44.84
Pd_39.64  -46.68
Pd_39.65  -48.21
Pd_39.66  -42.10
Pd_39.67  -48.02
Pd_39.68  -46.16
Pd_39.69  -45.81
Pd_39.70  -47.97
Pd_39.71  -25.00
Pd_40.40  -53.25
Pd_40.41  -48.28
Pd_40.42  -53.61
Pd_40.43  -48.48
Pd_40.44  -48.30
Pd_40.45  -43.28
Pd_40.46  -49.86
Pd_40.47  -44.88
Pd_40.48  -45.59
Pd_40.49  -52.00
Pd_40.51  -46.60
Pd_40.52  -50.16
Pd_40.53  -50.51
Pd_40.54  -47.15
Pd_40.55  -50.33
Pd_40.56  -47.74
Pd_40.57  -43.42
Pd_40.58  -47.93
Pd_40.59  -51.06
Pd_40.61  -45.14
Pd_40.62  -44.73
Pd_40.63  -52.27
Pd_40.64  -52.50
Pd_40.65  -43.85
Pd_40.66  -45.19
Pd_40.67  -49.58
Pd_40.68  -50.62
Pd_40.69  -47.87
Pd_40.71  -30.18
Pd_4.10  -26.57
Pd_4.11  -25.47
